DDR1,-0.13921626,0.076207764,0.40053526,0.36891133,0.028720599,0.5056443,0.3328757,-0.5000725,-0.063933164,-0.33246264,0.35115752,-0.17545994,0.36715633,0.07036172,0.31060082,-0.07217287,-0.22603922,-0.19848506,-0.24131976,-0.30236885,-0.1665383,-0.056670714,0.33437306,-0.28660735,-0.026136544,0.07558019,0.15031905,0.022011714,-0.06298709,-0.089062035,0.30141404,-0.20742774,-0.13667436,0.18000269,-0.13670747,-0.1802973,0.63289416,-0.17690347,0.26984915,-0.62886226,-0.09001239,-0.6161861,-0.09410255,0.6146173,-0.37022483,0.026988303,0.2681031,-0.7174949,-0.5040168,0.07343509,-0.1684924,0.3446784,-0.038630504,-0.036301974,0.029915802,0.2324439,-0.14896636,-0.12808819,0.14486887,-0.008622517,0.117329925,0.36200517,-0.0973518,0.13106664,0.53175324,-0.01605334,-0.20353892,-0.06205451,-0.278047,0.14277324,0.4016916,-0.18494685,0.6136096,0.042765208,-0.24876416,-0.065182574,-0.17467979,0.18356608,0.3580448,-0.10801328,0.37408116,-0.026856525,-0.16336912,-0.10298245,-0.023422142,-0.06098533,-0.1664768,0.14577703,0.015994718,0.34491208,0.29951483,0.16816002,0.23933989,0.24528787,-0.07385057,-0.0722237,-0.16695696,-0.42769927,-0.29864419,0.11711329,0.30475974,-0.04122071,0.18347995,0.4376692,0.34537268,0.06532168,0.76006776,-0.15449592,0.12962069,0.4185494,-0.009050465,0.31218347,-0.23306912,-0.32927617,-0.07303645,-0.20267043,0.25585487,-0.04089125,-0.24772182,0.56446224,0.019343767,0.17590512,-0.3363435,0.23581384,0.3818277,-0.06591308,0.40962613,0.02322521
PAX8,-0.1694782,-0.22701843,0.19094644,-0.4084594,0.5824996,0.36601022,-0.11778086,0.0400346,0.17397521,0.09407597,0.19050393,0.035611764,0.3554497,0.3191051,-0.22976409,-0.2943895,-0.2022346,0.047243785,0.16299628,0.008847332,-0.11174822,-0.068571255,-0.4730233,-0.037604455,-0.17412645,0.24820319,0.20946418,0.11100734,-0.2799256,0.20732416,-0.08012642,0.08803373,-0.18729892,-0.15820807,-0.5931992,0.34983626,0.29270524,0.1338593,-0.15428239,-0.14955941,-0.30160272,-0.9761895,-0.032739848,0.13504055,-0.49663392,0.25610387,-0.054958437,0.09975,-0.45852134,0.21527359,-0.13520843,0.29981825,-0.11461278,0.11325551,-0.22143708,0.006877467,-0.33869028,0.15884537,0.032250717,-0.4427545,-0.16933222,0.25496244,-0.2569101,0.03432286,0.43112808,-0.0619745,0.43243358,-0.044597544,0.012809153,0.006078648,-0.14293534,-0.30659008,0.4164848,-0.47065902,-0.09187123,-0.1705812,0.29678836,-0.14817211,0.7569138,-0.17830396,-0.043878425,-0.38276073,0.06362432,0.20234606,0.13043408,-0.38235632,0.032017782,0.2793969,0.13125758,0.5359477,-0.2627593,-0.011765739,0.1871224,0.19806176,-0.18558145,-0.022849346,-0.3057827,-0.42381343,0.0893281,-0.042724703,-0.0053450796,-0.12395895,0.6384298,-0.34292662,-0.016621435,-0.45822695,0.07080879,-0.057512406,0.29016656,0.27829352,-0.022275189,-0.09758635,0.049429044,0.1525545,0.25194624,0.22092795,0.09240833,-0.2638273,-0.426481,-0.123458005,0.4114638,0.48299846,-0.18266544,0.32209155,0.6101864,0.094278276,0.25445592,0.38257197
RPS5,-0.14721383,-0.050101653,-0.10869886,-0.07286468,0.3850219,0.0188889,-0.19371939,0.08363406,-0.108511016,-0.02890409,-0.14319399,-0.19140868,0.14732437,0.15997447,0.5039606,0.20412138,0.048394825,-0.06824277,0.1989829,0.02641738,-0.489043,-0.18955687,0.071227014,0.14351955,0.14540894,0.104600005,0.024243057,-0.13661641,-0.5411977,-0.43322158,-0.24900849,0.08889649,-0.37638557,0.086659,-0.3402283,0.27112108,0.30110502,-0.16745894,-0.033549123,-0.30750263,0.32426396,0.2029661,0.13626197,0.025101462,-0.13477424,-0.018703979,0.305373,-0.06704438,-0.32500967,0.26962107,-0.22731377,-0.27906546,0.0029320405,0.17058071,0.057821196,0.2816013,-0.014468316,0.13264775,0.0011371834,0.3448992,-0.00966266,-0.057199124,0.13992845,0.19054976,0.11020461,0.096402556,-0.20954011,-0.09577753,0.13889405,-0.07018591,0.23030509,-0.47083986,-0.013548153,-0.09676005,0.004464063,0.02623889,-0.19375324,0.093337655,0.19238514,-0.06437035,0.020966288,-0.052390624,0.23961648,0.023066156,0.118770875,-0.17463529,0.036185518,0.005954799,-0.334726,-0.058007807,-0.22249259,-0.018416042,0.13713577,-0.008710087,-0.00012231027,0.025652327,0.2883772,-0.041902106,-0.054390207,-0.10643842,0.19644631,0.35078135,-0.19415037,-0.1972274,0.16353244,0.15262486,0.15705602,0.49429008,-0.017108416,-0.4188921,0.4848937,-0.058051497,0.036865234,-0.16477093,0.10149341,-0.007935226,0.032821078,-0.37137386,0.016436001,-0.11759778,-0.045298506,0.03138204,-0.12712324,0.17825648,-0.43218327,-0.01177181,-0.03898677,-0.15816529
ABCF1,-0.36733583,-0.2748858,-0.10639542,-0.31630337,0.9241832,0.071498305,-0.11835636,0.12506765,-0.055003867,0.63383967,-0.16384919,-0.094262384,0.031002594,-0.4461517,0.56633216,-0.009873381,-0.17219569,0.25520226,0.11687615,0.2281003,-0.71236706,-0.51416504,-0.4386597,0.0145339025,-0.03363446,-0.15746115,-0.26767355,-0.2706862,-0.47643963,-0.5760261,-0.29219997,0.27051836,-0.11277083,0.29026023,-0.13269968,0.48494807,-0.11314166,-0.25131062,-0.22574629,-0.4403309,0.5128912,0.22478306,0.30385834,0.0036125449,-0.18315503,0.012291325,0.1492188,-0.13757104,-0.036117774,-0.24238454,-0.32271305,0.21493487,-0.11950085,0.37304237,-0.24235521,0.10889818,-0.161908,0.041322805,0.045052465,0.4445457,-0.25908184,-0.16714448,-0.23649897,0.30249035,0.07979352,0.13303931,-0.15211378,-0.14162877,0.19311813,0.10582138,0.4553739,-0.30061552,0.2694959,0.27455056,-0.1441839,0.27574164,0.030541696,0.28816968,0.52482396,0.11577014,0.27329078,0.40414605,-0.20412047,-0.60787827,0.05409164,-0.09802263,-0.12332594,0.16282266,-0.012224544,-0.32670653,-0.26658982,0.14301567,-0.08926528,-0.60096425,0.017167002,-0.33994958,-0.5637305,0.054221015,-0.16604152,-0.18474196,0.076483,-0.12518112,-0.16612084,-0.5748167,-0.012105021,-0.20857702,-0.043138035,-0.021216149,-0.1721198,-0.21227308,0.022078512,0.07864999,-0.005725783,0.13174754,0.3048558,-0.37523058,0.113993235,-0.25582442,0.09154829,-0.21547593,0.21536864,0.09578408,-0.43144983,0.22977902,-0.14562367,0.1953995,0.40223658,0.50990903
SPAG7,0.29239064,0.5024919,-0.11133379,-0.11846763,0.1985447,0.04869695,0.11588161,0.21933115,0.20978877,0.45185798,0.3309364,-0.30762368,0.40534,-0.33333838,0.23453504,-0.35134074,-0.42779195,0.5157879,-0.13068177,0.068753965,-0.15219983,0.237118,0.04674496,0.15720616,-0.20911291,-0.24614717,-0.23124722,-0.49448416,-0.6203365,-0.5468851,-0.24618064,-0.18297498,-0.15738188,0.72306126,-0.40846008,0.28164744,-0.11228634,0.4878888,0.44286844,0.14923222,0.7063274,-0.016981868,0.10006232,-0.5180519,0.25100157,0.58331704,-0.13348354,0.34912407,-0.34935027,-0.16303477,-0.6337763,0.32363135,-0.25715354,-0.14122428,0.2635112,0.00096480997,-0.18299654,0.3469817,-0.43852246,-0.04646817,0.21234532,-0.32975712,0.187225,-0.34455216,-0.11044816,0.030317042,-0.22194752,0.7649777,-0.2452957,-0.36719877,0.034778804,-0.2778142,0.58012265,0.2614986,-0.42102215,-0.15639508,-0.050392877,-0.5686785,0.30011672,0.50267977,0.27769902,-0.6775468,-0.26170412,0.06428597,0.3848062,-0.94952404,0.119933195,-0.52254075,0.21302184,0.1781809,0.029809712,0.14128807,0.009343367,0.70036906,0.0022151454,0.021792594,-0.30016217,0.057017826,-0.22643805,-0.0066656764,0.17805475,0.17926686,-0.2106407,-0.4843813,0.062077697,-0.23977695,0.2644618,0.59724766,-0.32436764,0.4735722,0.06744197,0.13327883,-0.3019145,0.32104445,0.10501929,-0.4520264,0.10417797,-0.3295727,-0.20580666,-0.45669907,-0.8749259,-0.01670567,-0.043730833,0.22232379,0.12285129,0.03144801,0.2232941,-0.0057021272
RHOA,-0.01073554,-0.10743569,0.007954777,0.18067397,-0.10759625,-0.12771854,-0.15610418,-0.18875758,-0.32792875,0.039019234,0.38349754,-0.12131054,-0.15169623,-0.15189332,0.33443168,0.07539866,-0.025061812,-0.00937839,0.13524494,0.1476212,-0.16733833,-0.10716891,-0.26820678,0.08105979,0.10556424,0.102168724,0.010566891,-0.07872616,-0.2975134,0.05686279,0.17063102,0.12571649,-0.009788447,-0.13381827,0.10639534,0.024758125,0.17423701,-0.3635544,0.2502703,0.07433279,0.28248683,-0.3907201,0.23715077,0.13853827,0.42617005,-0.2338799,0.08065584,-0.24903256,-0.24569203,0.14964671,-0.14273664,0.004882242,0.0038849004,-0.049132053,-0.18668418,-0.2508378,0.056294426,-0.50327915,-0.028170519,-0.14225839,0.17095116,0.2615328,-0.08537607,-0.5066632,-0.10033377,-0.035741284,-0.013962131,0.05519621,0.3145855,-0.046362836,0.07788172,0.18330671,0.044766106,-0.15318885,0.08916862,-0.13111228,0.15192658,0.3159314,-0.009153163,0.23820977,-0.24032296,-0.07574779,-0.010281875,0.029172251,-0.0067601795,-0.31665477,-0.0777952,-0.06386826,-0.022506475,-0.19438446,0.02883629,0.32941744,0.05528023,-0.09166203,-0.09042676,0.038595285,0.18404014,-0.18655874,0.16740109,-0.14826855,0.35498324,-0.21716215,0.3328519,-0.07390542,0.23190182,-0.37723124,0.054354385,0.24022315,-0.1598873,-0.051212423,-0.05649199,-0.121582106,-0.28784642,-0.19871643,0.07552028,0.045053102,-0.34763882,-0.04694137,-0.3278543,-0.29349563,0.25232103,0.18800253,-0.04884583,-0.05528158,0.3158877,-0.03355739,0.031394575,0.057728253
RNPS1,0.14858109,-0.17835957,-0.11393206,0.07630916,0.35864753,-0.17345269,0.16846277,0.12992711,0.037236977,0.053240154,0.064987235,-0.18859926,0.02535597,-0.10651968,0.056770124,0.24275623,0.039425515,-0.10253569,-0.011980954,0.14960504,-0.38340142,-0.16033375,-0.20906007,0.09007264,0.094795294,-0.0680056,0.10513579,-0.11631142,-0.31813207,-0.25784907,-0.4104238,0.28893852,-0.23731661,0.061541665,-0.3878807,0.3515176,-0.11799789,-0.1897891,0.0015310706,-0.2023944,0.37509045,0.16493574,-0.18044455,0.18549575,-0.1904131,0.2758644,0.2208297,-0.27198902,-0.268214,-0.025898667,-0.5226364,-0.110969834,-0.123630084,0.4233131,-0.045329172,-0.15043698,0.09511186,-0.03350557,0.19273645,0.3396879,-0.15995584,-0.21765396,0.47082856,-0.06302216,-0.034864757,0.20674455,0.16590172,0.25550064,0.2849504,-0.24289437,0.15271424,-0.40664512,0.016029121,0.012322144,-0.01638214,-0.18589896,-0.0783549,0.023505965,0.28349757,0.108900815,-0.25281987,0.017218836,0.20656607,0.096043944,0.03720811,-0.15482612,0.09262721,0.16846412,0.12909031,0.14526437,-0.005816513,-0.06756975,0.08064568,-0.20096482,0.0044481577,-0.07451662,-0.011552042,-0.044233795,-0.13592671,-0.06382031,0.41920474,0.23679428,-0.28268594,-0.19548634,0.056469202,0.3254598,0.22051018,0.41484267,0.37687683,-0.5813925,0.422624,0.14821431,0.026207915,0.027553998,0.24174906,-0.39742982,-0.004554554,-0.18280287,0.04353058,0.1287383,-0.029002456,0.16642636,0.025821196,-0.14598392,-0.0149336355,-0.15260963,0.09671928,-0.16887884
SMNDC1,0.057695813,0.06253389,-0.1377798,0.22604552,0.15826061,-0.05258879,-0.004093325,0.07646753,0.10057208,0.06812056,0.026077956,-0.30819377,-0.012500416,-0.06575479,0.10089734,0.39245576,0.010020112,-0.060051423,0.121418074,0.24256937,-0.2746283,-0.11361354,-0.12241708,0.18367916,-0.11017275,0.16361974,0.41273835,-0.1196028,-0.24416955,0.09865553,-0.21854872,0.26248166,-0.095397875,0.03898115,-0.39778695,0.25060156,0.13149431,0.12857018,0.11642503,-0.0035229935,0.31729373,0.2735561,-0.41547272,0.33130196,-0.1934898,0.21058239,0.23769021,-0.2988338,-0.38287908,0.1687383,-0.28141648,-0.19056872,0.013956224,0.3146686,-0.09520391,0.003463955,-0.13361593,0.0696487,0.07685795,0.21012358,-0.028786743,-0.26872844,0.49946317,-0.04619478,-0.01530905,0.11005061,0.17676537,0.10167715,0.37969324,-0.48116547,0.18562911,-0.2247071,-0.013566492,-0.113665536,-0.00032203435,-0.081509985,0.005359077,-0.035664327,0.073414005,0.072316654,-0.11268458,0.061655402,0.16063833,-0.008842089,0.02890156,-0.102780424,0.06373325,-0.11841007,0.33190867,0.15400505,0.13038562,0.1235127,-0.08778304,-0.12813683,0.0038180784,0.16935542,-0.20721366,-0.35059816,-0.51718533,0.363265,0.4190389,0.23969093,-0.23032995,-0.17627823,0.3561212,0.03838786,0.18829615,0.44074374,0.4252308,-0.33418438,0.37883532,0.08318196,-0.18942285,0.242292,-0.024062201,-0.5636119,0.035656847,-0.18788746,0.025799198,-0.34227198,0.02792739,0.1505775,0.23891382,-0.40907335,0.21447197,-0.18258998,0.13439418,-0.021328302
ATP6V0B,0.023011012,0.23161115,0.4877002,0.1236884,0.6872937,0.4909874,0.5011982,0.12698317,-0.018943198,0.0052227736,-0.15566826,0.40472433,0.2353625,-0.22840424,0.32677674,-0.118719384,-0.22101986,-0.4300056,-0.0789224,-0.2526972,-0.0021458007,-0.5368371,-0.15633991,0.31040287,0.038756203,0.0030826144,0.1800521,-0.11382423,0.073886625,-0.1905842,0.09110135,-0.22893035,-0.12921785,0.06808139,-0.20946832,0.4157625,0.41073605,-0.24502394,0.392275,0.090981714,0.18183139,0.25391623,-0.1219365,-0.26260367,-0.6538032,-0.015440898,0.10315294,-0.2856162,-0.7782967,0.37234047,-0.36026126,0.22105828,-0.07539275,0.13664135,-0.20094994,-0.26284787,-0.4539868,0.22317863,0.41699854,-0.0857993,-0.20318717,-0.021328336,0.21554849,-0.1811482,0.2240951,0.017311107,-0.29174992,0.018835973,0.10393149,0.09908211,0.021580076,-0.092583984,0.15620187,0.09768725,0.06406403,-0.046221573,-0.3193239,0.10898846,-0.07303114,0.58814526,0.44922915,0.42738104,-0.010287705,0.05430955,-0.116989814,-0.1401923,-0.58629245,-0.09909318,0.3598583,0.0107169235,-0.09152033,-0.12298751,0.120763026,0.27377304,0.04523229,0.1929547,0.10137426,-0.04713667,0.10339445,-0.02011229,0.3795532,-0.076555535,-0.085550025,-0.26198545,-0.13413237,-0.15814047,0.5989602,-0.0016983071,-0.5196742,-0.1464629,0.3120687,0.057243727,-0.44529635,-0.12090836,0.052300338,-0.018714871,-0.0035141776,0.26893774,-0.16896497,0.1154533,-0.11533885,0.019173477,-0.050539073,0.22553936,-0.5476472,-0.21164055,-0.33386514,0.31354463
RPS6,-0.21740903,-0.13506755,-0.068303056,-0.26573345,0.378965,-0.17119086,-0.20702694,-0.03503895,-0.07670276,-0.29168865,-0.08522617,-0.11235096,0.0062690545,0.086594656,0.34230834,0.129856,0.1943067,0.12939413,0.19601417,-0.03286223,-0.5496194,-0.13550453,-0.21718538,0.30653256,-0.021530854,0.43228564,0.002873491,-0.060503747,-0.48811778,-0.26366186,-0.3708233,-0.07925925,-0.4257738,0.10630814,-0.24149072,0.26002344,0.28268147,-0.23577555,0.10673282,-0.4428052,0.25345862,0.0596168,0.042449,0.051658884,0.017706184,-0.01104511,0.3864235,-0.077287175,-0.14223616,0.16248725,-0.12067169,-0.22954625,-0.024194425,0.07924081,-0.22509009,-0.026162986,0.12168062,-0.07229601,-0.18694092,0.12338871,-0.04102802,-0.16923437,0.16852088,0.3513757,0.37117156,0.25466755,-0.2014924,-0.08402953,0.16131443,0.041250724,0.09016892,-0.5588653,0.008428054,0.012706184,-0.0013245055,0.09221961,-0.2766357,0.1092731,0.17105328,0.033708572,-0.12938051,0.11576967,0.25981787,-0.06256496,0.06071622,-0.17959152,-0.068905994,0.13865004,-0.19148174,-0.13048735,0.04660236,-0.01913065,0.19078854,0.13806291,-0.14159006,-0.15696429,0.15729682,-0.19333518,0.039660186,-0.074767984,0.23412333,0.20665604,-0.3209839,-0.11147316,0.09731245,0.14811781,0.24227582,0.4312887,-0.02167248,-0.35321128,0.20533742,0.0042891637,-0.09882877,-0.14551196,0.17760456,-0.13604942,0.1279049,-0.21671829,0.08214476,-0.021100927,-0.24135669,0.07820687,-0.032873195,0.22443347,-0.08601398,-0.32917935,-0.05019809,0.050829343
